v_ego,v_followed,v_oncoming,dist_flw_m,dist_oncom_m,engine_power_kw,weight_kg,road_friction,driver_age,years_driving,km_driven,rel_v_oncoming,rel_v_followed,target
103.41,37.0,57.93,25.18,1542.33,73.83,2968.8,0.91,84.89,32.8,292.85,161.34,66.41,1
100.39,75.57,51.76,33.34,102.07,175.2,2795.63,0.77,47.94,40.51,134.78,152.15,24.82,0
129.11,91.63,52.36,70.97,1382.51,201.81,2186.32,0.74,21.28,18.75,128.11,181.47,37.48,1
142.39,66.73,66.65,46.22,786.01,79.86,2157.63,0.41,59.76,37.49,421.12,209.04,75.66,1
39.62,96.32,70.94,81.31,973.83,173.81,1778.97,0.29,85.48,4.68,284.22,110.56,-56.7,0
125.58,71.02,96.45,40.49,1598.95,64.31,1719.59,0.93,29.93,14.63,416.74,222.03,54.56,1
42.22,74.52,70.11,18.11,779.0,291.75,2668.23,0.54,25.5,38.09,365.29,112.33,-32.3,0
96.84,61.09,110.67,36.78,1398.65,163.24,2009.23,0.19,66.0,9.99,117.17,207.51,35.75,1
65.59,119.14,32.2,65.62,672.88,227.58,2628.44,0.88,88.44,30.41,210.31,97.79,-53.55,0
135.02,60.46,82.56,40.38,651.49,143.95,2369.71,0.98,44.23,4.43,367.24,217.58,74.56,1
53.91,58.83,92.65,82.5,875.76,112.53,1752.85,0.18,34.41,9.91,384.05,146.56,-4.92,0
49.62,86.06,81.05,16.59,421.01,107.3,2703.97,0.27,27.66,34.45,166.74,130.67,-36.44,0
128.66,98.8,118.32,15.53,497.41,145.17,2517.73,0.25,61.16,36.95,57.07,246.98,29.86,0
107.5,95.46,94.26,24.5,1954.91,135.03,1343.66,0.18,37.59,6.58,143.77,201.76,12.04,1
73.88,86.41,109.97,46.98,1375.9,277.17,2083.99,0.6,63.26,25.96,265.72,183.85,-12.53,0
94.84,28.26,145.57,20.24,1198.59,104.24,2497.6,0.63,80.92,20.0,134.53,240.41,66.58,1
112.06,108.43,39.04,77.29,116.08,170.89,2322.29,0.2,82.94,16.9,144.61,151.1,3.63,0
58.05,64.26,134.8,32.46,574.15,298.53,2920.99,0.31,59.28,39.84,97.65,192.85,-6.21,0
125.27,51.83,46.51,49.23,778.75,277.24,2418.86,0.27,54.72,9.66,435.93,171.78,73.44,1
50.87,39.64,42.49,39.55,356.68,86.77,2878.57,0.55,36.63,21.15,458.93,93.36,11.23,0
131.31,86.74,91.89,11.26,690.89,180.86,2713.51,0.65,25.6,33.89,295.51,223.2,44.57,1
120.62,50.26,67.17,92.8,292.68,235.82,1568.68,0.63,84.94,12.18,369.79,187.79,70.36,0
48.63,100.54,34.64,81.99,1773.18,98.23,2455.42,0.77,51.47,6.54,404.1,83.27,-51.91,1
72.37,129.83,35.39,68.51,965.87,82.65,1686.16,0.84,56.83,24.03,287.79,107.76,-57.46,0
121.49,103.91,50.37,70.17,1868.58,168.7,2920.11,0.36,15.11,24.19,72.1,171.86,17.58,1
39.07,28.66,119.77,37.32,1751.48,85.59,1703.92,1.0,47.47,41.6,357.09,158.84,10.41,1
85.96,49.15,96.9,44.33,945.59,145.7,2494.44,0.58,36.36,8.94,310.59,182.86,36.81,1
132.9,89.75,85.05,45.51,446.94,192.26,1352.86,0.86,24.3,33.44,71.47,217.95,43.15,0
49.3,39.87,105.52,17.97,465.07,211.03,2425.04,0.48,46.14,48.34,301.52,154.82,9.43,0
38.0,113.56,81.58,89.04,1443.39,92.72,2980.9,0.58,80.2,15.41,154.39,119.58,-75.56,0
37.37,50.81,37.29,77.65,1226.34,127.38,1699.08,0.45,56.38,23.24,315.42,74.66,-13.44,0
127.56,25.76,35.05,89.18,212.87,60.7,2264.59,0.29,55.37,14.78,403.58,162.61,101.8,0
123.89,45.28,83.05,12.44,1221.21,81.85,2411.29,0.57,57.32,46.87,340.57,206.94,78.61,1
31.49,118.46,124.17,97.45,766.61,64.71,2329.94,0.25,54.28,15.13,205.99,155.66,-86.97,0
97.81,45.29,30.3,64.63,983.41,156.45,2692.5,0.75,66.46,47.84,449.9,128.11,52.52,1
58.0,71.68,126.07,78.98,350.62,187.51,2001.28,0.33,48.47,23.74,481.46,184.07,-13.68,0
55.06,99.37,112.72,63.93,1254.31,266.31,2583.53,0.98,15.67,1.63,214.82,167.78,-44.31,0
79.7,116.41,62.6,16.93,1618.37,104.97,2475.46,0.53,76.23,2.7,357.59,142.3,-36.71,1
120.28,55.28,97.12,42.01,710.73,275.88,2523.46,0.29,51.13,25.94,138.34,217.4,65.0,1
148.81,110.91,111.61,84.9,1744.95,126.08,2058.57,0.72,73.22,9.51,243.64,260.42,37.9,1
97.89,116.35,122.58,96.81,1192.18,268.69,1603.08,0.13,57.29,42.33,316.24,220.47,-18.46,0
132.45,123.92,95.12,31.24,659.99,201.71,2524.17,0.34,38.86,10.59,173.09,227.57,8.53,0
119.0,57.9,146.24,22.17,1322.27,204.46,1577.77,0.57,30.7,18.51,313.87,265.24,61.1,1
100.9,99.25,47.24,99.81,1685.73,154.38,2707.03,0.65,85.92,43.29,96.96,148.14,1.65,0
59.62,59.94,37.2,40.96,983.58,128.86,1595.08,0.98,49.18,1.02,428.33,96.82,-0.32,0
126.11,60.2,99.51,75.78,346.21,153.85,2688.35,0.2,84.84,2.29,418.96,225.62,65.91,0
144.49,31.74,42.55,47.42,1317.31,210.37,2883.39,0.33,55.44,41.96,160.92,187.04,112.75,1
132.36,72.26,32.39,34.44,835.23,109.98,2386.75,0.6,69.88,28.13,80.66,164.75,60.1,1
91.5,77.23,125.16,70.63,819.03,229.46,2082.31,0.68,58.33,21.36,435.06,216.66,14.27,0
36.27,107.19,146.91,11.96,1624.75,136.16,2629.98,0.64,60.67,6.07,366.55,183.18,-70.92,1
74.77,68.57,50.64,15.62,1955.98,102.33,2724.57,0.48,88.96,43.04,491.59,125.41,6.2,1
30.07,79.13,61.82,45.06,1491.29,135.37,1783.55,0.24,40.2,28.01,483.33,91.89,-49.06,1
58.58,120.84,64.14,41.43,472.98,131.01,2773.42,0.78,73.64,22.01,285.17,122.72,-62.26,0
100.27,75.12,84.96,95.79,302.8,125.97,2479.02,0.14,29.84,18.28,98.47,185.23,25.15,0
120.51,68.35,98.6,10.86,1749.95,278.99,1410.11,0.99,83.9,43.6,124.56,219.11,52.16,1
97.67,59.97,69.4,31.57,1944.22,159.49,2118.96,0.64,23.68,36.56,197.24,167.07,37.7,1
101.42,116.92,118.09,35.91,1994.69,255.43,2874.08,0.86,31.02,38.52,132.38,219.51,-15.5,0
85.52,64.4,118.66,88.1,1369.17,249.18,1347.86,0.71,75.85,7.1,43.29,204.18,21.12,0
64.44,35.64,40.32,68.46,1213.69,140.18,2543.89,0.46,53.25,41.9,276.39,104.76,28.8,1
96.81,125.42,43.18,54.51,489.66,93.35,2205.66,0.33,56.43,40.66,328.14,139.99,-28.61,0
71.79,127.19,100.84,50.79,697.11,234.88,2563.84,0.9,46.41,1.65,342.85,172.63,-55.4,0
75.98,88.48,133.05,82.93,1944.18,118.29,1869.07,0.11,19.55,7.54,300.05,209.03,-12.5,0
44.48,24.38,78.45,33.81,846.59,232.89,1410.11,0.43,40.74,27.37,184.52,122.93,20.1,1
56.64,73.67,141.86,30.1,575.25,203.85,2602.86,0.93,18.55,4.95,131.54,198.5,-17.03,0
130.55,48.06,139.98,38.85,1488.64,254.87,1583.75,0.11,53.67,24.49,443.83,270.53,82.49,1
77.35,127.55,89.75,33.34,817.95,254.03,1845.66,0.78,18.61,20.2,470.53,167.1,-50.2,0
114.24,123.39,73.26,42.05,1702.19,117.29,1735.86,0.92,82.67,26.82,218.11,187.5,-9.15,0
138.29,48.96,127.71,80.6,726.31,78.27,2157.37,0.56,29.87,17.93,376.23,266.0,89.33,1
132.17,103.25,72.64,24.19,1696.77,170.86,1962.4,0.46,64.06,15.35,437.89,204.81,28.92,1
104.9,98.15,54.3,81.07,1499.85,100.75,2337.41,0.66,48.4,44.16,312.69,159.2,6.75,0
45.06,108.9,131.94,74.95,1987.28,151.34,1510.56,1.0,89.01,4.25,344.24,177.0,-63.84,0
62.91,128.45,143.13,91.27,346.63,220.57,1846.0,0.88,64.02,42.28,120.12,206.04,-65.54,0
49.2,41.59,147.35,92.97,144.94,93.39,2413.89,0.5,82.27,20.33,493.03,196.55,7.61,0
99.94,33.17,132.67,38.13,1852.56,74.1,1389.14,0.96,76.64,13.73,26.77,232.61,66.77,1
133.93,47.5,105.05,86.14,1478.75,183.11,2064.8,0.57,58.97,39.11,210.17,238.98,86.43,1
136.34,61.73,134.89,50.56,1489.45,189.55,1542.65,0.35,77.42,11.35,233.08,271.23,74.61,1
69.04,58.17,68.01,49.45,1371.01,80.78,2663.3,0.62,37.48,40.66,193.84,137.05,10.87,1
66.64,45.7,63.35,97.78,1868.41,299.61,2360.83,0.15,66.53,41.13,422.87,129.99,20.94,1
46.45,64.87,43.71,26.47,595.19,76.66,2948.35,0.99,43.51,16.39,262.0,90.16,-18.42,0
149.62,100.96,136.69,79.62,519.17,59.71,1499.16,0.99,58.77,43.8,330.76,286.31,48.66,0
80.37,31.64,79.62,14.12,576.07,127.04,2463.57,0.53,44.89,36.18,65.34,159.99,48.73,1
99.46,80.99,35.32,52.14,1190.55,204.1,2283.73,0.96,16.97,26.51,249.33,134.78,18.47,1
77.74,116.1,92.78,74.99,1456.31,64.42,1682.72,0.45,26.54,41.14,304.61,170.52,-38.36,0
109.62,36.45,149.14,10.35,220.04,208.29,2548.54,0.58,33.96,38.22,223.96,258.76,73.17,0
108.27,22.58,114.86,42.62,1873.48,57.29,1679.05,0.86,83.49,48.41,75.34,223.13,85.69,1
90.33,129.08,93.2,70.01,1917.97,139.83,1685.88,0.6,34.97,45.55,366.65,183.53,-38.75,0
74.58,27.68,123.69,73.19,1837.29,251.57,2008.09,0.28,43.41,8.96,453.74,198.27,46.9,1
33.51,111.97,110.65,27.81,163.92,182.58,2252.16,0.29,20.54,48.66,253.79,144.16,-78.46,0
136.47,83.45,120.88,63.58,1055.57,206.49,2834.15,0.92,49.7,38.89,480.34,257.35,53.02,1
50.11,117.07,84.31,81.62,1488.12,163.02,1320.44,0.17,67.93,38.16,340.45,134.42,-66.96,0
101.92,76.83,119.83,24.9,513.85,252.32,1804.35,0.12,89.88,26.12,133.12,221.75,25.09,0
147.74,44.13,50.92,52.04,1482.97,275.14,1527.68,0.64,54.83,24.23,212.65,198.66,103.61,1
45.07,90.92,120.54,44.3,1497.81,255.49,2578.56,0.8,19.43,34.06,362.73,165.61,-45.85,0
101.23,22.93,136.97,82.83,220.46,285.2,1685.42,0.44,24.68,28.64,431.33,238.2,78.3,0
60.29,30.05,92.96,19.76,1893.01,227.2,2055.31,0.85,77.38,15.57,426.87,153.25,30.24,1
90.07,31.32,65.89,46.09,1134.81,54.31,2819.02,0.85,51.25,34.15,171.97,155.96,58.75,1
58.7,52.03,67.37,49.72,1089.08,215.94,1494.36,0.42,46.28,29.14,13.85,126.07,6.67,0
68.82,55.52,37.27,14.59,1226.28,105.25,1668.21,0.3,56.67,43.41,110.9,106.09,13.3,1
97.61,32.86,71.58,63.87,197.79,134.39,2363.27,0.95,79.78,1.96,365.65,169.19,64.75,0
81.9,101.99,89.46,15.0,1965.97,85.13,1450.58,0.5,86.37,11.79,325.84,171.36,-20.09,1
81.03,47.0,120.02,11.32,1851.66,209.99,2578.52,0.55,44.94,5.22,431.58,201.05,34.03,1
34.71,89.77,118.93,49.79,1033.35,208.7,2971.7,0.14,33.22,33.66,345.1,153.64,-55.06,0
123.84,95.43,31.98,22.65,1900.77,121.74,2400.86,0.55,63.76,31.63,316.99,155.82,28.41,1
101.41,25.48,142.5,52.04,294.04,181.32,1914.88,0.14,75.88,17.85,249.09,243.91,75.93,0
73.21,95.81,79.32,86.92,138.01,117.35,2471.82,0.56,65.8,25.44,321.48,152.53,-22.6,0
50.19,81.9,130.33,71.62,434.45,70.21,2719.48,0.27,78.79,13.69,204.74,180.52,-31.71,0
97.61,30.53,42.19,14.52,954.66,252.96,2599.73,0.54,48.26,20.41,203.79,139.8,67.08,1
77.51,96.5,136.61,11.59,989.77,90.91,1968.98,0.7,47.8,15.03,341.83,214.12,-18.99,0
99.99,21.28,34.2,27.22,499.38,279.28,2360.22,0.45,49.57,33.63,278.77,134.19,78.71,1
48.54,37.87,102.01,44.16,1791.63,58.61,2698.02,0.47,35.85,18.19,489.53,150.55,10.67,1
89.51,103.19,64.58,93.72,126.11,149.23,2933.09,0.86,43.03,32.33,268.37,154.09,-13.68,0
110.23,49.46,127.44,69.32,143.6,231.49,2112.29,0.64,21.64,34.63,412.43,237.67,60.77,0
59.88,114.42,35.5,84.43,1033.42,89.68,1339.13,0.47,72.67,28.02,287.98,95.38,-54.54,0
88.0,47.14,129.0,58.13,1462.63,126.06,2281.17,0.69,39.45,48.58,425.47,217.0,40.86,1
50.8,125.48,56.82,30.98,1428.62,117.89,1821.29,0.11,47.97,36.63,79.35,107.62,-74.68,1
146.64,84.54,95.27,86.33,1973.02,218.73,2006.92,0.42,69.92,18.61,74.5,241.91,62.1,1
76.12,55.55,78.99,33.84,566.28,235.93,2220.94,0.32,27.45,24.03,437.52,155.11,20.57,0
68.8,85.6,130.38,75.03,1747.84,167.02,1458.66,0.48,40.36,11.8,446.44,199.18,-16.8,0
45.4,100.13,85.07,83.11,192.17,169.95,2100.89,0.36,66.28,15.42,99.8,130.47,-54.73,0
59.96,88.95,111.13,56.98,181.86,54.03,2835.56,0.5,72.17,6.62,341.57,171.09,-28.99,0
148.88,84.65,142.21,77.54,1043.9,117.2,2770.21,0.64,79.82,6.12,28.15,291.09,64.23,1
31.2,31.88,69.22,47.29,210.66,113.59,1394.49,0.98,51.27,35.23,472.53,100.42,-0.68,0
68.83,91.53,120.64,97.79,1210.44,164.02,2915.31,0.96,19.05,46.99,232.19,189.47,-22.7,0
80.61,70.4,140.65,62.52,872.47,62.21,1810.16,0.81,36.96,35.98,339.48,221.26,10.21,0
82.82,121.49,41.97,47.34,185.99,260.14,1356.07,0.72,49.21,29.01,226.85,124.79,-38.67,0
136.64,63.38,139.81,43.2,1560.74,248.05,1941.5,0.9,85.95,8.47,96.34,276.45,73.26,1
43.18,26.04,80.38,64.34,1564.98,88.86,2300.66,0.76,47.72,5.02,314.86,123.56,17.14,1
30.83,76.82,41.39,12.3,375.49,101.3,2913.22,0.3,89.39,1.35,121.68,72.22,-45.99,0
41.9,70.66,110.96,65.02,1907.93,167.89,1587.13,0.97,36.35,1.79,198.89,152.86,-28.76,0
138.86,73.5,58.01,74.54,451.5,149.29,1461.04,0.25,80.23,26.82,181.25,196.87,65.36,0
72.94,116.83,146.81,14.04,1646.78,232.34,1371.65,0.14,40.44,25.21,269.06,219.75,-43.89,1
52.29,62.74,56.39,82.59,1787.42,252.5,2559.88,0.37,63.04,16.9,285.32,108.68,-10.45,0
111.56,65.74,112.87,93.63,917.31,121.46,2957.44,0.2,85.48,8.37,325.06,224.43,45.82,1
37.52,108.65,69.5,81.73,1440.58,129.83,1721.88,0.41,77.48,1.24,82.51,107.02,-71.13,0
105.04,56.39,146.66,29.39,166.96,263.41,2263.83,0.24,48.1,18.41,365.96,251.7,48.65,0
95.57,68.25,71.28,76.47,299.05,97.4,2392.18,0.2,58.69,17.71,41.91,166.85,27.32,0
93.88,35.07,145.79,72.27,719.65,89.32,2129.55,0.33,25.97,29.7,168.35,239.67,58.81,1
143.05,54.43,116.01,65.48,1712.46,192.46,2158.58,0.73,83.47,19.58,221.2,259.06,88.62,1
77.59,54.63,43.23,59.07,308.5,148.82,1646.67,0.82,58.9,14.85,384.59,120.82,22.96,0
108.81,108.15,35.07,21.81,366.3,231.26,2618.95,0.75,64.05,37.66,101.62,143.88,0.66,0
137.53,121.71,59.93,13.21,1911.11,258.39,1860.44,0.59,21.3,8.66,32.82,197.46,15.82,1
105.32,31.77,96.93,38.18,655.14,284.24,2093.4,0.66,44.95,1.57,60.17,202.25,73.55,1
53.56,78.24,144.75,29.82,1695.59,263.65,2732.91,0.94,65.38,18.86,457.18,198.31,-24.68,0
37.42,64.42,148.86,12.76,855.38,230.39,1300.01,0.14,76.83,43.67,102.95,186.28,-27.0,0
112.17,54.13,125.56,69.65,910.01,196.12,2618.25,0.23,76.05,14.76,408.97,237.73,58.04,1
118.2,91.18,115.88,46.31,456.39,102.71,2938.99,0.6,19.75,18.24,94.48,234.08,27.02,0
32.84,121.2,107.66,75.79,993.75,278.87,2920.0,0.38,64.67,47.29,145.65,140.5,-88.36,0
80.09,79.66,83.35,59.74,610.54,66.7,2178.93,0.66,71.08,20.02,159.46,163.44,0.43,0
107.02,32.14,56.97,43.12,1114.51,236.98,2748.85,0.37,77.28,28.98,80.5,163.99,74.88,1
118.93,35.55,136.54,16.41,497.99,298.27,2615.9,0.36,58.07,20.43,446.43,255.47,83.38,1
73.43,71.79,124.79,72.76,936.22,100.37,1540.46,0.98,82.34,7.26,399.84,198.22,1.64,0
97.35,63.43,72.93,57.08,1307.26,106.5,2639.33,0.94,82.41,30.02,372.96,170.28,33.92,1
136.34,109.15,60.42,85.3,408.38,247.36,2267.24,0.12,28.7,27.03,23.23,196.76,27.19,0
65.76,94.78,49.22,66.58,1161.87,123.08,2032.98,0.51,82.51,28.4,135.12,114.98,-29.02,0
125.98,91.28,33.04,48.15,712.41,77.99,2608.95,0.14,17.11,20.54,246.71,159.02,34.7,1
95.61,56.79,120.86,41.96,1080.52,136.87,2289.45,0.19,77.13,26.25,356.64,216.47,38.82,1
57.55,61.74,33.87,71.97,1049.42,63.26,2648.92,0.43,43.25,36.39,365.47,91.42,-4.19,0
117.26,110.7,134.59,77.23,1212.94,105.2,2487.55,0.63,36.07,16.33,259.1,251.85,6.56,0
69.34,124.14,36.15,37.33,1854.22,58.79,2200.43,0.34,41.51,37.7,412.15,105.49,-54.8,1
128.29,124.04,102.16,72.98,1066.82,190.7,2481.77,0.23,89.93,4.58,187.63,230.45,4.25,0
133.37,44.38,82.78,98.51,1473.54,244.59,2171.26,0.23,38.87,12.91,403.83,216.15,88.99,1
111.07,74.1,93.22,14.72,824.89,280.63,1415.02,0.69,42.45,41.26,466.68,204.29,36.97,1
61.36,125.16,71.52,47.7,1308.61,180.85,2414.85,0.11,61.93,18.34,313.77,132.88,-63.8,0
90.68,52.78,34.28,76.07,1419.88,265.73,1833.41,0.38,32.99,30.72,6.19,124.96,37.9,1
122.96,126.23,124.79,20.86,220.94,66.21,2529.97,0.7,81.73,13.13,315.31,247.75,-3.27,0
149.87,84.17,73.85,98.75,1110.25,126.42,1889.9,0.16,84.3,35.86,52.59,223.72,65.7,1
88.4,121.28,125.91,56.37,586.39,287.05,2480.15,0.77,39.16,41.13,283.17,214.31,-32.88,0
36.77,67.85,137.05,57.47,1879.77,83.95,2339.78,0.5,33.75,20.05,357.2,173.82,-31.08,0
121.08,61.95,61.84,45.48,798.04,63.64,1346.29,0.4,74.99,30.31,17.15,182.92,59.13,1
113.78,77.06,34.47,96.45,922.6,213.98,2940.41,0.29,86.0,47.14,461.73,148.25,36.72,1
139.98,123.23,44.2,85.82,1038.74,138.56,1799.85,0.13,27.54,18.53,88.77,184.18,16.75,0
100.84,64.7,30.69,93.97,1448.5,210.09,1553.55,0.33,65.62,24.41,192.94,131.53,36.14,1
77.1,127.96,110.9,96.02,266.93,120.9,2162.2,0.27,18.93,29.58,113.76,188.0,-50.86,0
96.81,103.49,65.74,81.01,1093.78,158.27,2955.92,0.42,36.7,44.57,472.01,162.55,-6.68,0
58.82,26.06,68.61,36.0,1781.62,276.07,2118.2,0.81,21.68,10.08,248.84,127.43,32.76,1
81.3,48.92,88.17,38.79,468.37,297.97,2205.0,0.98,83.72,16.28,478.48,169.47,32.38,0
145.88,38.29,109.11,64.82,239.42,249.72,2976.02,0.83,58.37,9.1,435.79,254.99,107.59,0
55.09,116.64,101.88,70.96,164.97,142.8,1485.78,0.64,73.78,21.56,300.82,156.97,-61.55,0
95.59,56.76,86.14,97.47,1726.83,177.96,2797.92,0.43,89.85,44.4,286.87,181.73,38.83,1
83.92,33.22,128.69,75.9,1576.06,283.58,2660.08,0.72,77.02,40.84,97.66,212.61,50.7,1
71.02,105.58,79.74,22.98,1340.37,245.53,2541.48,0.65,44.5,19.84,29.74,150.76,-34.56,1
126.59,38.78,91.08,22.95,697.57,59.56,2594.46,0.92,40.59,29.99,158.26,217.67,87.81,1
55.57,80.95,43.27,74.75,1506.69,262.58,1539.75,0.21,18.8,44.13,456.59,98.84,-25.38,0
37.23,21.65,105.55,54.75,1490.15,239.48,2470.81,0.11,86.75,30.27,248.89,142.78,15.58,1
135.42,91.23,149.83,35.65,1332.41,144.7,2147.2,0.86,56.74,12.93,431.27,285.25,44.19,1
94.45,94.28,129.23,31.33,1325.47,247.1,2274.06,0.58,53.15,43.89,112.9,223.68,0.17,0
105.08,96.8,57.74,63.08,552.93,288.7,1957.17,0.54,16.28,48.26,29.81,162.82,8.28,0
111.99,80.69,133.41,46.77,815.74,286.73,1632.66,0.53,53.04,42.38,370.53,245.4,31.3,0
130.7,97.77,83.26,65.01,1082.06,153.74,2031.05,0.44,24.1,19.84,113.99,213.96,32.93,1
106.35,55.39,50.37,76.94,1852.71,206.27,1463.26,0.5,17.67,19.9,57.02,156.72,50.96,1
31.76,87.64,77.69,73.51,1663.43,179.26,1646.42,0.94,66.97,3.14,20.59,109.45,-55.88,0
92.94,54.56,51.78,83.74,645.57,173.85,1949.86,0.77,81.8,20.91,280.51,144.72,38.38,1
141.24,37.13,132.55,20.04,1739.71,123.69,2285.83,0.21,59.66,11.85,425.75,273.79,104.11,1
147.24,29.13,49.69,13.2,923.48,121.45,1816.72,0.6,29.48,40.24,145.13,196.93,118.11,1
31.29,52.78,121.35,46.92,1716.52,277.72,1699.86,0.11,44.62,13.16,131.83,152.64,-21.49,0
137.75,29.86,69.64,96.1,602.14,55.15,2516.91,0.36,17.22,23.12,203.54,207.39,107.89,1
130.69,120.08,74.91,39.45,1054.56,235.77,1605.42,0.11,65.7,43.38,16.96,205.6,10.61,0
145.9,112.94,84.3,38.88,1992.7,97.21,2677.91,0.7,44.78,9.68,116.34,230.2,32.96,1
38.25,57.15,141.27,75.46,391.14,60.62,2171.83,0.61,21.33,21.25,235.87,179.52,-18.9,0
135.06,123.26,75.74,35.99,163.83,189.02,2035.4,0.85,31.66,26.96,308.69,210.8,11.8,0
114.27,59.88,67.67,55.53,1076.7,87.02,2833.85,0.8,70.44,2.28,385.74,181.94,54.39,1
38.61,95.97,93.37,77.8,188.84,183.54,2561.59,0.16,58.87,46.26,406.14,131.98,-57.36,0
145.17,120.37,127.74,50.05,1321.04,136.5,1731.47,0.32,40.58,27.09,487.34,272.91,24.8,1
109.09,40.44,115.47,56.52,1970.93,150.5,1519.82,0.84,67.31,38.35,466.86,224.56,68.65,1
105.89,99.3,82.01,80.01,1988.74,83.49,2878.9,0.13,15.15,20.92,233.43,187.9,6.59,0
41.08,43.62,126.92,18.47,240.66,143.04,1853.25,0.14,23.22,2.01,145.17,168.0,-2.54,0
105.78,114.19,73.67,99.75,1195.42,213.31,1697.19,0.84,35.52,49.48,356.14,179.45,-8.41,0
30.18,65.42,146.12,11.67,740.9,147.59,2498.06,0.14,41.18,36.16,16.6,176.3,-35.24,0
85.44,129.93,115.94,40.74,515.68,256.33,1796.17,0.58,26.22,21.22,41.44,201.38,-44.49,0
105.11,37.69,115.49,87.69,1999.81,221.84,2422.3,0.19,48.36,11.2,145.94,220.6,67.42,1
45.25,105.19,88.08,39.33,719.31,104.62,2824.53,0.92,30.01,45.56,442.46,133.33,-59.94,0
119.43,74.75,142.32,99.81,1053.6,85.82,2796.91,0.91,17.28,15.72,360.79,261.75,44.68,0
53.49,75.93,118.8,88.53,1240.67,88.83,2104.59,0.99,20.9,23.16,255.93,172.29,-22.44,0
60.54,38.6,120.79,96.27,1546.49,58.7,1854.18,0.42,44.47,30.19,228.97,181.33,21.94,1
135.44,38.49,110.49,19.36,1405.09,77.42,1343.18,0.85,34.89,21.5,312.16,245.93,96.95,1
144.71,54.06,101.23,12.37,1266.63,210.08,2408.86,0.3,72.11,40.0,170.03,245.94,90.65,1
110.31,121.0,76.86,38.74,1818.11,175.67,2465.96,0.22,61.37,9.99,394.04,187.17,-10.69,0
75.66,128.09,90.39,14.28,1123.48,184.07,2258.28,0.28,24.93,18.63,358.64,166.05,-52.43,1
110.97,32.65,101.54,60.31,1901.0,93.08,2769.39,0.41,69.83,15.76,384.66,212.51,78.32,1
102.81,20.03,32.68,26.35,765.61,159.83,2272.43,0.46,60.29,18.11,196.98,135.49,82.78,1
133.52,112.25,32.96,12.96,1657.77,254.39,1777.03,0.34,34.38,30.04,321.0,166.48,21.27,1
42.7,21.4,116.86,77.12,1603.18,188.73,1831.06,0.94,29.46,22.21,349.43,159.56,21.3,1
70.68,42.53,57.23,32.37,806.57,220.46,2398.66,0.32,89.69,40.44,394.61,127.91,28.15,1
122.87,48.19,147.81,78.43,1713.41,153.8,2142.85,0.51,27.07,45.26,100.03,270.68,74.68,1
118.42,28.64,40.44,90.63,1338.79,243.37,2926.15,0.77,26.05,12.23,120.94,158.86,89.78,1
44.92,102.19,106.75,24.11,963.56,227.72,1402.31,0.47,35.45,49.86,191.88,151.67,-57.27,0
62.89,36.53,71.09,16.89,217.95,158.59,1331.78,0.54,25.72,35.19,399.98,133.98,26.36,0
140.52,118.32,80.49,89.64,658.56,245.08,2284.63,0.52,71.89,13.93,14.96,221.01,22.2,0
79.78,90.29,99.91,81.78,1956.04,107.76,1826.96,0.78,62.79,1.87,466.49,179.69,-10.51,0
136.37,83.8,34.4,48.54,912.21,138.45,2160.15,0.67,81.04,6.38,399.07,170.77,52.57,1
35.27,57.52,51.39,85.06,1049.05,93.67,2876.44,0.42,40.23,29.61,148.97,86.66,-22.25,0
120.41,64.51,60.63,95.35,1840.84,147.41,2927.43,0.37,54.51,32.43,476.64,181.04,55.9,1
62.09,21.63,102.17,77.61,375.77,64.55,1743.65,0.18,17.16,18.7,279.09,164.26,40.46,0
140.93,114.18,138.82,19.94,1095.99,60.63,2373.34,0.37,69.2,28.62,464.08,279.75,26.75,1
70.1,55.55,95.31,27.29,290.56,64.01,1533.64,0.59,85.19,28.65,112.48,165.41,14.55,0
133.0,64.73,99.76,52.13,629.31,81.31,1678.77,0.78,56.3,37.31,118.85,232.76,68.27,1
70.13,38.19,139.88,30.47,914.1,115.62,2576.32,0.92,46.78,46.18,234.59,210.01,31.94,1
117.78,68.72,85.94,46.77,1397.67,230.47,1333.21,0.88,45.16,17.68,73.89,203.72,49.06,1
119.53,27.48,146.88,43.2,783.03,157.77,1553.9,0.98,49.35,4.97,15.79,266.41,92.05,1
145.34,22.54,60.25,17.34,201.05,68.52,1771.31,0.55,28.82,46.79,158.44,205.59,122.8,0
45.37,122.14,126.32,20.01,1734.7,76.33,2679.46,0.76,78.56,44.01,267.26,171.69,-76.77,1
59.05,48.12,63.8,29.08,1142.57,231.57,1848.09,0.36,78.91,39.82,351.0,122.85,10.93,1
143.51,86.12,43.68,50.08,135.32,107.64,1524.12,0.75,77.7,24.71,442.26,187.19,57.39,0
122.31,122.58,56.59,15.6,1230.52,73.38,2949.41,0.33,50.81,26.29,71.2,178.9,-0.27,0
125.81,29.81,138.1,31.8,1808.08,146.97,1685.02,0.5,17.99,43.22,35.56,263.91,96.0,1
101.69,86.54,140.52,62.17,313.66,248.47,2459.95,0.54,23.8,1.18,141.46,242.21,15.15,0
111.55,99.09,73.1,83.45,927.02,69.63,2640.99,0.54,77.46,41.9,33.76,184.65,12.46,0
52.28,51.7,118.11,92.38,694.48,218.75,1636.71,0.63,25.89,46.16,246.83,170.39,0.58,0
